"q24g.I.suggest.ideas.to.improve.our.way.of.doing.things","Coaching","Transformation","Consideration"
2,0.356395503317969,1.4057805832695,-1.89105791572618
2,-2.26818602414593,0.601130023842997,1.70518843475016
1,-0.385692353603095,1.74184164251936,-1.63473048897972
3,0.624070817736412,-1.42421753732931,-0.864836720431989
1,0.674819280521456,-0.978659447892068,0.845459041579296
2,-0.142568503690789,-1.61696343475138,2.5163685259231
2,0.63770754592963,1.00942495643787,-1.63955135760224
1,0.45125036672955,0.247749194446131,0.595136558679561
3,-0.455079762378384,0.80841138179782,0.0436245289483535
3,-0.865976086403759,-1.18814520624599,0.269464843681702
2,1.3859219729528,-0.138638971028577,-0.394945143053273
2,1.23951341749397,0.176155144529117,-1.04268483214149
4,-1.92401020479993,2.51579390703036,2.13258192281123
2,-0.940196580184511,-0.445548406635189,1.09539928047565
4,-0.085401952626323,-0.420648780856547,0.141276112196161
4,-1.62635857341762,1.05460975448369,1.03649002891971
2,-0.729712432328679,0.956823471898672,0.209878786904064
2,1.08446592843691,-0.0345926173085865,-1.90796981754797
2,-1.28651711541564,0.351722138557328,0.974548878259876
2,1.59460139218879,2.12298162062022,-3.29931298178167
1,-0.10606645897442,0.00286516636030801,-0.860845162308764
3,-1.08029282642916,-1.13353003288046,0.373205115179948
2,-1.52829532061396,1.07184383466841,0.84068865231962
2,-0.377104752843881,-0.555808763843346,1.38889697591679
2,0.446441817216303,-0.0936354810505345,-0.1539626382963
2,1.43503642170804,-0.82419381658309,-0.699621794042483
3,0.0548072603891773,-1.6218111299249,0.810387043469337
3,2.31792151525165,-0.971913455634603,0.00149542924017307
3,-1.21822923713036,-1.10842511120272,0.410717748010151
2,-1.39875443582517,-1.03257407379921,0.928176194309568
2,0.19338606243116,-1.46459812973084,0.659214145210597
3,-1.46052439524016,0.944521085543607,-0.199845049544505
1,0.612122773771248,-1.17645772205157,-0.989399248218354
2,1.70452595485056,0.238151281393365,-1.59031482414013
2,-0.695621135096629,-1.1580928984429,0.124961706944712
4,-0.826812182057789,0.964994355453593,0.364670427705401
2,-1.19559679064345,-0.353594351066253,1.14644438019564
2,1.47274721186073,0.245508799003883,-2.37851773045276
1,-1.20240573596296,-1.10734791515359,0.401453230816038
2,-1.89735599495791,0.790446685264219,3.89599351876105
1,0.427515541937138,-0.804564882799163,-0.403715599549655
2,1.29711917766792,0.843571335517259,-1.7693516860181
1,-0.653222942083608,-0.208696688781276,0.730515694195483
2,1.39163264078234,-1.60409836197988,-1.10749356372036
2,-1.53548225961671,0.0183716216873182,0.200552760813168
2,-1.70221166620153,-0.661945760170539,1.01674975904349
2,0.65879635937441,-0.00227283137459355,-1.66728941127922
2,0.12036374227917,-1.13229313898294,0.0675555558358679
3,1.82175515833911,-1.65578055555613,-1.71685180533182
2,1.73156987492956,-0.274132554173665,-1.73890476626688
3,-0.829151655719152,0.417507915327964,1.53645176808746
2,-0.414455861263126,-0.23784929601878,0.370874961534925
2,-0.862314718567389,-0.49772997837499,1.18990778834218
2,-1.45526272517389,1.01126767102479,0.787864364153961
4,1.40097130814639,-0.128475228644558,-2.15955054337938
2,3.37546047500533,-1.44434385124733,-2.51985014575014
2,-1.25365244744735,-0.112299689403566,1.22138441752341
2,0.420471573387275,-0.873703542239058,-0.942787385530371
3,0.571855636336791,0.247642897144118,-0.500990424773805
2,0.0554079933931433,-1.32636745693734,-0.493582439344903
2,3.29062356181824,1.17758122822751,-2.71945927891571
2,-1.85566978146851,-0.992438134551475,3.47807379910675
1,1.717559988002,-0.651789304704721,-2.04628843434584
1,2.81468856482847,-0.296631651828728,-2.55274177407681
2,3.24514008583607,-0.221248350058395,-1.49307843832796
2,-0.884228060236325,0.360117653874406,0.295209259793034
1,3.31084873080857,-1.40766511249082,-2.98324146451454
3,1.30997003152364,-0.7019204236544,-1.73368917491634
2,1.03978267608909,-0.128153796366854,-0.49773788167533
2,1.34765961799845,0.581084190589499,-1.23811042495213
2,-0.565151936465539,2.29951216935965,2.00279309145652
2,-0.913845690196459,-0.340388568362987,1.01620505501814
3,0.65246223294124,2.14189932165473,-2.07906916102496
2,-0.0625301934594467,-0.613266992662334,1.05592396817299
2,1.49039755221639,-0.385191452916717,-0.7280989882344
2,-0.230152606722322,-0.388468433148,0.476719766365248
3,0.114996845765759,1.48920901376511,-1.86090453385805
2,-0.816552785406535,0.974377125925416,0.272671897627547
1,1.74445150773694,-0.74264468318143,-0.992099216856422
2,2.04828823465333,-0.652423017305804,0.937809434719703
2,-2.38367587075919,1.7672375492189,-0.0443002765285456
2,-0.12960785722162,-0.192555829573754,0.490681306587962
2,-0.13290262641543,3.44349033887763,-2.58736296142638
2,0.429142677785257,0.302114222081377,-0.392904461991626
4,-1.8766825433647,2.55531835036992,0.452078711672808
2,2.00286695692627,-1.50960471173986,0.162489493941193
5,3.82980126414149,2.70130141709034,-3.65597288629559
2,-0.497525010242716,1.94569184822824,-0.345847619297271
1,-1.07072833080158,-1.13875396919758,0.325815914689641
2,0.139767407407086,1.4284034912359,-0.748210036837014
2,0.29491919396209,-0.113356511567977,1.08408388242312
3,1.96870577182799,-0.518828037272384,-0.0547729568926255
2,-1.0756651369596,-0.044921570189224,0.806025786729353
2,0.719348697016616,0.000950318857214548,-0.381277511515111
2,2.45571010353082,2.06518098752217,-0.813108061108374
2,-0.198656469000481,-1.30798908586664,-0.23797749867372
1,-1.28132648329548,-0.0860472878657411,-0.025582850665104
3,-0.464548001210566,-0.347383534047327,1.0770208122357
1,-1.05204858806836,-1.13979000935954,0.290554885455239
2,-0.910591890395073,-0.2649696424105,0.678213252341549
2,-2.70418956065404,1.20616034870589,2.08348776670419
4,-2.56237265920931,-0.61700579084912,2.26419974446289
2,-1.11647357435644,0.296061143710406,2.14410249449052
3,-1.24787926768553,-1.10910559704816,0.428198092189811
2,0.732308047947744,0.819428729952684,-1.83380925789899
2,-0.777755037990777,2.83556297486708,-1.10348628827038
2,-1.63632006708395,-0.408942983296277,3.6315080094023
2,0.22097844787291,-0.691730343365779,1.23705096773978
2,0.26230241272104,0.753228586061866,-0.736984440997496
1,-1.51750305179374,-0.154949601273776,0.192904206768688
2,-0.116005609954945,0.225351440500022,0.904828980965096
2,-0.668504980394651,-1.30990717124644,1.36246419614109
1,2.32217122610389,-2.53386807891998,1.09541094587236
2,-0.953144885505471,-0.415902634314375,1.04365850040769
2,1.78011859041199,-2.29501129788864,2.5320333076177
3,0.571205239679683,0.448774076755532,-1.29981330826582
2,2.15361269133317,0.221819124378972,-2.28819593897125
2,1.02625872661273,-2.24339859526479,0.791300978966777
1,-1.29636960417083,0.231958179784611,1.16369737791133
2,-0.278157303733045,0.385380445501113,-0.626570316454283
3,0.714405247016555,-0.445832625673809,-0.252582139957452
2,0.953432063768641,0.443120126497678,-1.88706362978088
2,-1.01387950818386,-1.02869421707974,0.289118834019614
3,-0.565334515383692,-0.0748089825087935,0.590362726880437
1,-0.236477444705547,1.25426224862191,2.58008851296807
2,1.5642181302166,-1.49307441377557,-1.55669708232556
2,1.37920234308678,-0.189775069108035,-1.99527010353037
2,2.1006958931007,1.94751542594891,-3.31465206891266
2,0.964762504369335,2.87980986856976,-1.52211147278211
2,-1.03907464233599,0.670064954648561,0.840953416137014
2,0.680520232686031,2.19361104764839,-2.7180433611757
4,3.39727209597199,1.4033449370042,-2.70779114501755
2,-0.567311020063558,-0.451670522606686,0.640398418293185
3,1.01963394808636,1.30844507867723,-2.41582585242126
2,-3.57045369264108,0.986199533738152,3.27128672954218
2,-0.869391401263473,-0.440307973719079,1.03243203096375
2,-1.64843723241736,4.11172151419804,-0.84580714986179
3,-0.233917557252604,-0.241402472167678,2.45152356475552
2,-0.50664735860829,0.17464244591661,0.558236317784418
3,-0.965735162915854,-0.731011535825352,0.413174728599607
3,1.72160056486733,-0.99059130766587,-0.670482200597131
2,0.253815437928703,2.83303906130197,-1.25372809267379
1,0.211370006708737,0.771228795522017,-1.48153185261751
2,2.01936131786177,-1.14520159741235,-1.99149430689317
2,-0.711152811588364,1.1602170276415,-0.37041173408449
4,-1.10879477316835,1.63007542265947,3.10245368372259
2,-1.2908924885377,-0.247968847572271,0.186813557633738
3,-0.225999215610778,-1.35209544593427,1.63157962559547
3,-0.517619652750768,-0.235323585563891,2.08130300421232
2,1.08419964768756,-1.21578334607962,-1.10103524254876
2,-1.40915695379258,0.982966330080228,0.978679217981747
2,1.9969484719323,-0.0973295471148317,-0.48948635184992
1,1.96242763241765,0.253169386274059,-1.09231375922112
2,1.22566801106188,-1.27900328913329,0.52475634460811
2,-0.878273480178835,0.278600645403342,0.786654008624057
2,0.423975940428455,-0.0310477422590073,-0.0219861966586084
3,-0.797452687581913,-0.546874575815758,1.22369488586774
2,0.684158945088988,0.862333575932995,-0.809686485082393
3,-0.320102412451518,0.260650860733724,1.30135791087689
2,-0.95547927874074,-0.700571015026138,1.23919865384304
2,-0.532538331184577,-0.439957493247301,0.671178086481546
2,-1.29444028828621,-0.191259692113042,0.13414857545464
3,0.773220085219068,-0.609301513824715,0.562298707764703
2,0.215493074070959,-0.465848134935154,-0.12847176553993
2,2.57090147642401,-0.0100049158117938,-1.24473822102261
3,2.15068301156487,2.09087520336733,-1.69392749830025
2,2.33773312825827,0.712298879626292,-1.94603583590354
1,-1.18857920657519,-1.10774462535728,0.39323740383049
2,1.70087268967691,-1.59688426577503,-1.67732188085475
2,-0.722168308882446,-1.17288263765531,0.103954415437659
2,-1.20340422185277,-1.10808486828,0.40197757592032
1,-1.73685763361877,1.84465663277986,-0.586085630229868
2,1.11608386974075,0.350516511063488,-0.414193173513903
2,2.87472583004767,-1.72611334052871,-2.57560679306262
2,-2.56501200638255,0.455642519941485,1.86394945224333
2,-1.5695320048519,2.54179729331849,-0.867168415977166
3,-0.218456816160266,-0.514405322562177,-0.531450911157776
1,-1.52337254509844,0.972375505057367,-0.355216252787001
2,-4.22301381771925,-1.45617927384778,4.5207546549392
2,-0.00226082466503246,-0.973836266631992,-0.537731221352139
2,0.445123925088202,-1.24074517966741,0.293287249615971
2,-0.435594265761822,-1.11427173990873,2.31072639420789
4,0.0844993532768125,-0.142003738984763,1.70191630134789
1,-0.536560717515174,0.210403140484787,0.425101222410705
1,-1.51946307773151,1.79714980021004,-0.765201284452774
1,-1.50552378570526,-1.12546627676714,0.749652171160443
4,2.12361994072492,-2.27921649778396,0.0700691893099524
2,-0.139806019913384,1.19930041936081,-0.99773737697078
3,-0.0433836897436863,-2.01031846029106,1.08929841720486
3,-1.51500065974209,-1.53574754282969,4.09992426310371
2,0.721549910145,-0.512272298474163,0.253974689631619
1,-1.03381610710196,-0.995480336600304,0.419906902985374
2,0.725940821557718,-1.30741389857686,-1.01841354115617
3,1.87654819399676,-1.24385610844097,-0.233750043625027
3,2.29324469741003,0.707008814547184,-3.12319790707306
1,-1.85900767169575,0.406051007595669,2.35153436414955
2,-2.54669067878021,0.151168788538104,1.33738824263694
2,-1.03650160997839,-0.403408724266651,1.10793070542292
2,5.18844529646874,-0.269206116889128,-4.64796424962921
2,2.38145553954974,-1.90325669288611,-1.8386040373825
2,0.565426014331106,-0.128630935889688,-0.957265321402153
1,-1.49977533784982,1.81901307663731,-0.724017301977076
2,-1.07634560854492,0.0701013169221128,-0.251696647951576
2,0.810861747422681,1.47986567169136,-2.20644256394113
2,0.613694912609182,-0.530597402279935,-0.100328478291417
1,-2.24123467757334,1.75412835958047,-0.131035896426326
2,-1.01083407217234,-0.508737146065725,1.32084746511611
2,2.20103860941825,-3.31221813396657,1.87015128506239
3,-0.967121365040015,-1.13757580674991,0.240273619647321
2,-1.72911699771882,-0.419298676654638,0.717083704927292
1,1.51043466312554,1.95745805755324,0.418115127114768
2,-1.365931786776,-0.170571006100261,2.01776758741676
2,-3.65690663485724,0.117096631464644,2.9675925525105
4,4.06229582277082,-1.8449547088673,-1.15154748448587
3,-0.78798995421599,-1.18897729950027,0.194463628563102
2,-2.33793817056552,2.4151514638489,-0.322022182179762
3,1.12565171405454,1.16278363029836,-2.20094757509226
2,-1.2882881219171,0.151067750299731,3.07158654279046
2,-1.69963652670491,1.02168605547068,0.976609765418795
2,-2.31737503965859,1.25084382516648,1.26011102678904
2,0.911802151709545,0.952198723366101,-0.679556124319781
2,0.0348241560839591,-1.39834584843066,2.98506055023078
2,1.91599112352995,-1.58722824738015,-1.93336787602263
2,1.34107482073269,0.729473534928939,-1.79004517412109
2,1.43527955663017,0.104774563816419,-2.29442270259428
2,2.15993252227279,1.41640279880679,-2.88894491704333
1,1.33833393289095,-1.29150459861082,-1.04306281343132
2,-1.03884870086927,0.936628545696781,0.612244482357573
1,1.74572164547568,1.38221968503862,-2.84725527021011
2,0.50248734412152,0.430224257997858,-1.68077669623909
3,1.31670976240376,0.00887696612289106,-2.04260481132501
2,-1.89659347659073,2.15354878282706,-0.486872090250728
2,1.40600641931593,-0.862472288635451,1.83125975456954
2,-2.36390030290415,1.35071171940771,0.344967765593079
2,1.29584823796751,0.28124132256886,-1.06406803752025
2,-1.4571775420592,0.713749877377192,1.09130005967883
3,-2.4950806229789,-0.113478547845918,2.51797239586738
2,-0.468044106631171,-0.0136657267701451,0.516724854989639
1,-0.874478441742532,-0.166385056373111,-0.246862178298795
2,-0.178124980047962,-0.225348003398847,-0.288331391039801
2,1.75960196039842,-0.78998282102051,-2.13787620726562
2,-4.47906683149814,1.81433348650283,2.84006397186611
2,-0.808469068789581,-0.432385881786221,1.07513008952751
2,-1.82483164068823,1.01602372876852,-0.0518169706671616
2,-0.219560518501139,0.786866385448521,0.291099700599583
2,-0.284150709883001,1.42082264386046,-1.03639694039369
2,-1.07406339111726,-0.404627808136658,1.13004330819963
2,-0.950527214798698,-1.16074400464911,0.275600356541075
4,1.35266787117985,-0.978567622200599,-0.920280090669293
2,-0.526007471773974,-0.550713997182548,0.843984544333042
3,0.506360111722931,-1.24668520321526,1.29726998104326
2,2.0326298834277,-0.549263518389034,-1.16414263078273
2,0.284892080028251,0.315275114112494,-0.000352677146756256
2,-0.1703066602097,0.0740292266639312,-0.177892146011541
2,0.174328546891032,-0.690374244745647,0.289494213855003
3,-1.80979411121289,0.881663134687143,-0.0438517481836738
2,0.896668393242295,1.50888306151283,-0.76800441383257
2,-2.07328557658078,-0.190310404204371,1.77013135410068
3,0.927581985509311,-0.785925485783391,-1.33161450786573
2,-1.01844585375951,-0.383242723215671,1.04406220269547
2,2.60735133476265,-1.73491737685702,-2.33898729776161
2,-0.924330716932579,-0.373694771121487,1.14386269007462
2,-0.892905054377929,-0.337250818349937,0.998266012850971
3,1.17340041544717,-0.513853477586299,-0.575135688663175
2,-4.34213486523978,1.69622413220809,2.77562665941092
2,-0.957143502615938,-0.519763712132496,-0.0404906050031927
2,1.5911629665417,-0.0850470532365129,-1.29706623981481
2,0.0663721824195431,-0.52519459786557,0.366541085384783
4,2.24585309332167,-1.35012134947013,-1.99891793605953
2,3.16861418933596,-1.69025070698722,-0.142278135241773
3,-0.204149814049845,0.141756089021957,-1.02550816284508
2,-1.17855633763953,0.293888049688769,-0.323834479610661
2,-0.394123767573063,-0.388133392019156,0.629513130159504
2,-2.48193642406566,3.95602484957983,-0.595868388954718
2,0.479034912095535,0.951610176039182,-1.97760850789673
1,3.83740284477631,0.717950340137894,-4.22457198360946
2,-1.04974930800674,1.25840962462669,-0.146796132877171
2,0.706629831074859,0.382738619808633,-0.478295233620996
2,0.420496866564847,-0.522552512862083,3.63024001458576
2,-0.507023507098739,1.88488826745418,0.384350277840955
1,1.04765920268116,-0.0426647168959135,-1.52555927060215
2,2.03215452871792,-0.59302985271415,-1.24102035641029
2,0.171331818236927,-0.437387776375491,1.31048569140501
2,-0.955021595462095,-0.445888649557909,1.10413945256548
2,-1.98856532029841,1.28390595086587,0.067268599328079
2,1.16337403948723,0.467812143240354,-0.885749408237358
2,1.88386286565176,-0.462834030672828,0.496448584286637
2,-0.669140776507092,0.180471104325784,1.68062318283547
2,2.03458869860758,-1.72730749574797,1.49787691276769
2,-0.139645043988809,1.98405664322675,-0.969959334504373
3,2.81103715837128,-0.62841402154932,-2.78955426109867
2,0.719560186859438,-1.68760794485007,-0.447853980338024
2,-0.433233736193594,-0.385518152857224,-0.362670993062109
2,-0.534739758755125,-0.585554594950407,0.639669624307174
3,-1.38476271682125,-0.259076524884789,3.64368633275936
2,-1.59854501057297,-0.0832983365623117,3.58198597350912
1,2.24270409228532,-4.52196944001544,4.15915316753572
2,4.7674806336615,0.824206491198698,-4.87588181579093
2,-0.303304856279655,2.49090250212983,-1.15030242457617
3,-0.726628961315091,-0.451578861652919,0.949972980665061
3,3.35365145546959,-0.122294148573476,-3.11654901475522
3,-0.535991622169077,-0.795360829009268,1.01021913930572
2,0.718413137167951,1.34800062477599,-2.26597481335515
2,1.96010106351089,-1.27648736870027,-0.958962193387883
1,0.915176620499259,-1.76225324866177,-0.470023756688626
2,-0.480507107901317,4.42903206556315,-2.77589977062054
1,-1.56364119238384,-0.289466984019784,1.46950251253551
3,2.49594630093354,-0.668357463739828,-1.59727201555002
1,0.273812516702137,-0.151544859427243,-0.0320626649174798
2,2.2115645137772,0.638110033937524,-2.61000185867616
2,-0.891386392888341,-1.17024047593438,0.249413091240674
1,1.5099129354533,0.243218203457967,-1.47432505787094
2,2.30516136653905,0.0871946572924686,-2.77382739841715
2,-0.185775609968418,-0.55187793775108,0.597960325979546
2,0.447847689945252,0.329422648446506,-0.453075217049455
1,1.85812131854941,1.19173521835646,-3.11526051246806
2,-0.0224458945940461,0.990454218717908,-1.09560426213823
2,5.29812258315869,-1.97007518200633,-1.37647804103322
2,0.95180226479142,-0.834093498744915,0.481484388575687
2,1.67523237004687,0.255892147555425,-2.52729990784027
3,0.112459417780907,0.334105911202336,0.579488336852778
1,-3.89058104070551,0.695793662198086,2.96078610142313
2,0.701722683297709,-0.146693724523806,-0.222822774125862
2,3.7514344764621,-1.31447693140018,-3.41946919836869
1,-1.75305125022827,0.255824396103231,0.29314079140466
2,0.175526072569189,1.31333847792574,1.81171046236731
3,0.725157081711456,-0.475722456021327,-0.689600233275238
2,0.622181910591178,1.37781393359392,-2.17735504059606
2,-0.777281946256492,-0.490771460045915,1.02242712966341
2,-0.387648479977099,0.769160553777372,0.220339675765485
2,3.90362235705308,-1.22948171416281,-2.14100710325196
2,0.672815878971527,2.08933266402046,-2.42415473150541
2,0.145383292000825,0.0242119503674493,-0.416852808082343
3,2.99376322228501,-1.06021835243984,-2.64024362592519
1,-1.78152139844786,0.729855677616283,0.195920717173093
1,-1.76389724040946,2.08159545866915,-0.0672642466980593
4,1.57969550606186,-0.440922024676177,-1.83161899796914
2,-0.380596030529376,-0.392084666111169,0.374258818473893
3,-0.796216968450406,0.226141921698572,1.86299856122736
2,0.617154593383724,-0.531201029313222,0.0109087601774795
2,-1.63824781269294,-0.106798731097565,1.86226887095144
4,0.776513923617553,-2.15981594311565,0.512183568130434
2,-1.53950621176477,1.1757845890706,0.783607029638824
2,-2.18209173492215,1.71945132134009,-0.0281476650828936
3,-1.13217412760397,-0.423916687275648,1.22153556441687
2,2.02175882919722,-0.834353509039213,-0.700295396013657
1,-1.20240573596296,-1.10734791515359,0.401453230816038
2,-0.778668909781712,-0.356851281129328,2.54600620880651
2,-1.54391798004449,1.07449945393787,0.844337867824885
2,1.13322058166092,-0.212176579061623,0.74290887160472
2,2.36716480965574,-1.19013351461842,-1.18389474720281
1,-1.86400163477757,1.38576760097653,-0.160853552984357
2,-0.904256038923193,-1.16198218494672,0.253946451751868
2,-0.596289051035361,-0.748704618590195,3.61191663294102
2,-3.85897605385854,3.17232678008694,2.16728479917822
2,-2.6833024754215,1.1947764257677,3.21768758506219
2,-1.08277518912466,0.768785457778506,0.409674201339818
4,-0.347451801224419,3.83929883177607,-2.30954964124185
2,0.23156204231953,0.0622062993079867,-1.27692500959177
3,-0.33555016840396,1.21088287257565,-0.774024295094993
2,0.493290108756191,0.0898237880552469,-0.171198155631392
2,3.52811795793786,-1.51927554592473,-2.11132163139499
2,-0.989599702320926,-0.144235691321766,0.978139319567777
3,1.69493119389601,0.739755552416231,-2.38558307917166
2,-1.23407946308396,0.13895549084058,0.632992916925435
2,3.42736974012556,-0.198995637134532,-3.58585505939594
2,1.77473106703303,-0.82627449194955,-0.639780600151461
1,0.258739043117808,-0.188592768085844,-1.03432759712494
2,1.38766397440734,-0.290938157821377,-0.687432444921851
2,7.53391608641269,-3.66537021733804,-3.59244514548547
2,2.18912066592696,0.0289566791425599,-0.953699021798975
1,-1.20240573596296,-1.10734791515359,0.401453230816038
2,1.32278242289806,0.501029243373115,-0.662823629779412
2,2.8612135372343,-0.603913681825929,-1.24109873487388
2,2.34094750284302,-0.334068055234033,-2.59291429340221
1,-1.05215073185074,-0.228712039796574,1.04238062462962
1,-0.450388580150699,-0.110039207206163,-0.427572021487291
5,-2.92405159769153,3.03822425804782,2.38561128475742
2,-1.55790765996519,0.028596287271225,0.286768404597164
2,1.14280243484975,-0.0937748104412439,-0.459282203524658
2,-0.119887983241414,0.33611572105147,0.908322762532234
2,1.14176556152043,-0.770298537265063,-0.485720904841954
4,2.37711970699642,1.14425552161322,-0.625962681270639
1,4.75951597189231,0.250978922252692,-3.76100297538868
2,-0.788863043199354,-0.497476982093158,1.57459077087234
2,2.5501392355144,-1.78267326601911,-1.7278705414163
2,0.426695175030516,-1.42905058257182,-0.636769803786801
1,1.32985164207252,0.697893628002274,-1.15657073939467
2,-0.955021595462095,-0.445888649557909,1.10413945256548
2,4.40023428233343,-1.07588819124875,-0.936902529914128
3,0.0558279221681567,-0.753502806282154,1.2907253625825
2,-0.967279378323796,-0.47777035683947,1.20379364766739
1,1.169576000949,-1.1973219672699,-1.02806769342814
1,1.27331823601216,-1.50120427642317,1.32443662992471
1,-1.35165067753812,-0.989170304829333,0.499159667252255
3,-0.438516308622075,-0.825682008134853,1.98336105229009
2,-2.71411664243753,2.13338353234973,0.90073935906577
3,-0.243176360094005,-0.956556225992573,1.1249370869526
2,-2.38586011124084,2.91671737653124,-0.53901306952116
2,-3.57936582723902,-0.236597926681032,3.10198979265066
3,-0.0103620055382215,2.35557060557282,-1.54271681205275
2,-1.28500473464636,-1.02776989184531,0.488333647658763
1,2.12666752343076,-0.135229643439546,-2.3580100714201
2,-0.829864179265989,-0.484351983888829,1.06903672685399
2,0.551999224122476,-1.16018472062415,-0.341207728587056
2,1.80534175185413,0.0727617224955031,-0.678320708552355
2,-0.490388829519861,-0.174019602008978,0.683374250572194
1,-0.966263476493866,-0.088251303343984,-0.267347016389734
1,-1.05003923283946,-1.15061360167311,0.294617402301335
2,-1.09654209299505,-0.301979356233845,-0.0337664685421401
2,1.92124934631416,0.608457255226784,-2.91331620320158
2,-0.334767160844569,1.22241271444204,-1.11474501161821
2,-0.458187361639496,0.906122630149975,-0.227958657611019
2,1.0382913877591,-1.2417658551656,-1.17719882975579
2,-1.05052898110303,-0.40674482938155,1.12176183409731
2,0.190312842854599,1.38139395381851,-0.561300414270637
1,-1.86172146076606,3.96827161586367,-0.15609244816487
2,-1.14266812391231,0.488201604968967,0.701983690440797
2,-2.32948866297889,-0.197688602702799,2.06340377236666
2,-2.56815740694831,3.08364999344751,-0.494459226029899
3,-0.0841103491368629,-0.849979599327547,3.15909216915673
2,4.7374967259229,0.154941101864202,-4.91120367587178
2,-0.112636438393994,-0.769860320452019,2.8441054391246
3,-1.63140604010884,1.16767632820425,0.752780129618282
4,2.70458157422671,-1.45650341591294,-0.595692063850923
1,0.706170916652681,-0.260641796379689,1.02202737936541
2,-2.57668632750638,0.862796916682118,2.42703315085859
1,0.394515209777382,-1.41015207276309,-0.744872140311462
1,1.46057644297076,0.514020514922731,-1.23494835916421
2,-1.48799768872055,0.3561486909137,-0.0244417776864013
2,-1.17331136408973,-0.454705816180093,1.37464275046623
2,0.776379735219999,-0.50763609359383,1.19647991057268
2,0.711585007568396,0.233708083503145,-1.66906042876923
2,-1.84961332920383,1.40802432081419,0.977348040664564
1,-1.27845964094603,-0.466528076709987,0.146214171475334
2,0.92747368380173,-0.0638687514583206,-0.259696432606185
2,0.239230881675881,-0.363510772826864,0.0999707682681238
2,-0.184368085746879,-0.216244574816275,0.434014642032988
3,-0.662163923238663,0.217328297932343,1.78008081294115
1,-0.951707637440774,-1.15247000216578,0.25220330215559
2,-2.07091144965263,-0.834427672430516,3.46584367439289
1,3.39911217387822,-0.491928379898488,-1.06431005434096
1,-1.50798580569821,2.14173631721033,-0.0139381696392749
4,-0.0957127650735755,0.793789849101051,-0.132723486767464
2,-2.20100631350602,0.518536479500635,0.731693078570693
1,-0.604538914689978,-1.25591427339145,0.152946733305225
1,-1.76889888121443,1.82252305509546,-0.544517005016244
3,-0.662163923238663,0.217328297932343,1.78008081294115
2,1.90285294956453,-1.15766768225692,-0.95002001459446
3,1.42773254595472,-0.27725171554265,-1.82620780003423
2,1.52071111356666,-1.18556859542092,-0.0395936061505627
2,-3.77824119077192,0.0953348913252714,3.16238056258395
2,-0.611913813948129,0.289542353217012,0.396683600295882
1,-2.01960262071954,0.376045782758621,0.425412120862553
2,1.21498714895918,0.929124247782523,-2.38949543946392
2,-1.17592743344236,-0.226209091526851,0.0588533479968556
2,1.40099077709439,0.164126833256816,1.11289744447586
2,-0.547928478830726,-0.751171568340544,1.10898951259777
2,-0.663875207809178,-0.285806431983408,0.566957312687264
3,0.428605784307185,-0.276389166696054,-0.812258773600318
1,2.81273994705755,-1.93667742679797,-2.2069965657543
1,0.748061168289486,-1.2902486614014,3.36829141076241
2,2.13958492448834,-1.02130255815336,-1.10079704796553
2,0.321774523340989,1.80598571390516,-1.66481271771383
1,0.944718503790151,-0.584300223769087,1.72504748999366
2,-1.29323474912765,-0.328839220035494,1.20133194052263
4,2.40953207346515,-1.11467537995644,-0.957415037784769
